Level,Type,Flow,Year,Source,Item,Amount
Union,supplementary,expenditure,2013,Capital Expenditure,SEEs under the Ministry of Energy,1715.366
Union,supplementary,expenditure,2013,Capital Expenditure,SEEs under the Ministry of Industry No. (2),37558.919
Union,supplementary,expenditure,2014,Capital Expenditure,Home Affairs,17890.853
Union,supplementary,expenditure,2014,Capital Expenditure,Defence,44167.889
Union,supplementary,expenditure,2014,Capital Expenditure,Border Affairs,1332.82
Union,supplementary,expenditure,2014,Capital Expenditure,Foreign Affairs,2.288
Union,supplementary,expenditure,2014,Capital Expenditure,Information,1135.79
Union,supplementary,expenditure,2014,Capital Expenditure,Religious Affairs,7.7
Union,supplementary,expenditure,2014,Capital Expenditure,Co-operative,148.178
Union,supplementary,expenditure,2014,Capital Expenditure,Agriculture and Irrigation,38202.735
Union,supplementary,expenditure,2014,Capital Expenditure,Livestock and Fisheries,39885.66
Union,supplementary,expenditure,2014,Capital Expenditure,Transportation,17466.168
Union,supplementary,expenditure,2014,Capital Expenditure,Environmental Conservation and Forestry,277.029
Union,supplementary,expenditure,2014,Capital Expenditure,Electric Power,34786.332
Union,supplementary,expenditure,2014,Capital Expenditure,Industry,1654.307
Union,supplementary,expenditure,2014,Capital Expenditure,Commerce ,269.62
Union,supplementary,expenditure,2014,Capital Expenditure,Sports,24337.402
Union,supplementary,expenditure,2014,Capital Expenditure,Health,25307.831
Union,supplementary,expenditure,2014,Capital Expenditure,Culture,1537.561
Union,supplementary,expenditure,2014,Capital Expenditure,Finance and Revenue,148.5
Union,supplementary,expenditure,2014,Capital Expenditure,National Planning and Economic Development,288.255
Union,supplementary,expenditure,2014,Capital Expenditure,Construction,28652.761
Union,supplementary,expenditure,2014,Capital Expenditure,Rail Transportation,7
Union,supplementary,expenditure,2014,Capital Expenditure,"Social Welfare, Relief and Resettlement",281.714
Union,supplementary,expenditure,2014,Capital Expenditure,Science and Technology,3221.692
Union,supplementary,expenditure,2014,Capital Expenditure,President,34177.192
Union,supplementary,expenditure,2014,Capital Expenditure,Union Supreme Court,5.3
Union,supplementary,expenditure,2014,Capital Expenditure,Union Attorney General,135.305
Union,supplementary,expenditure,2014,Capital Expenditure,Union Election Commission,146.313
Union,supplementary,expenditure,2014,Capital Expenditure,Union Civil Service Board,141.05
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Information,120.094
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Industry,41430.213
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Construction,66
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Finance and Revenue,2939.072
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Electricity Power,68031.864
Union,supplementary,expenditure,2014,Capital Expenditure,"SEEs under the Ministry of Communications, Posts and Telegraphs",7197.65
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Energy,8357.689
Union,supplementary,expenditure,2014,Capital Expenditure,SEEs under the Ministry of Environmental Conservation and Forestry,45.774
Union,supplementary,expenditure,2014,Capital Expenditure,Garrison City,0
Union,supplementary,expenditure,2014,Capital Expenditure,NPT,24953.855
Union,supplementary,expenditure,2015,Capital Expenditure,Home Affairs,37145.182
Union,supplementary,expenditure,2015,Capital Expenditure,Defence,177008.781
Union,supplementary,expenditure,2015,Capital Expenditure,Border Affairs,7332.171
Union,supplementary,expenditure,2015,Capital Expenditure,Foreign Affairs,22.578
Union,supplementary,expenditure,2015,Capital Expenditure,Religious Affairs,191.176
Union,supplementary,expenditure,2015,Capital Expenditure,Co-operative,479.121
Union,supplementary,expenditure,2015,Capital Expenditure,Agriculture and Irrigation,49267.904
Union,supplementary,expenditure,2015,Capital Expenditure,Livestock and Fisheries,35686.128
Union,supplementary,expenditure,2015,Capital Expenditure,Transportation,4051.961
Union,supplementary,expenditure,2015,Capital Expenditure,Environmental Conservation and Forestry,3850.147
Union,supplementary,expenditure,2015,Capital Expenditure,Electric Power,19600
Union,supplementary,expenditure,2015,Capital Expenditure,Immigration and Populations,316.205
Union,supplementary,expenditure,2015,Capital Expenditure,Energy,11
Union,supplementary,expenditure,2015,Capital Expenditure,Industry,90.144
Union,supplementary,expenditure,2015,Capital Expenditure,Commerce,912.205
Union,supplementary,expenditure,2015,Capital Expenditure,Education,2572.111
Union,supplementary,expenditure,2015,Capital Expenditure,Health,36220.131
Union,supplementary,expenditure,2015,Capital Expenditure,Mines,86.9
Union,supplementary,expenditure,2015,Capital Expenditure,Culture,635.051
Union,supplementary,expenditure,2015,Capital Expenditure,Finance and Revenue,9716.7
Union,supplementary,expenditure,2015,Capital Expenditure,National Planning and Economic Development,1906.64
Union,supplementary,expenditure,2015,Capital Expenditure,Construction,30578.651
Union,supplementary,expenditure,2015,Capital Expenditure,"Labour, Employment and Social Security ",67.612
Union,supplementary,expenditure,2015,Capital Expenditure,Rail Transportation,1170.154
Union,supplementary,expenditure,2015,Capital Expenditure,"Social Welfare, Relief and Resettlement",389.3
Union,supplementary,expenditure,2015,Capital Expenditure,Science and Technology,7934.976
Union,supplementary,expenditure,2015,Capital Expenditure,Hotel and Tourism,11
Union,supplementary,expenditure,2015,Capital Expenditure,Social Security Board (MOL),215.75
Union,supplementary,expenditure,2015,Capital Expenditure,Union Government,7.155
Union,supplementary,expenditure,2015,Capital Expenditure,A Myo thar Hluttaw,130
Union,supplementary,expenditure,2015,Capital Expenditure,Union Supreme Court,77.375
Union,supplementary,expenditure,2015,Capital Expenditure,Union Constitutional Court,59.734
Union,supplementary,expenditure,2015,Capital Expenditure,Union Attorney General,53.828
Union,supplementary,expenditure,2015,Capital Expenditure,Union Auditor General,398
Union,supplementary,expenditure,2015,Capital Expenditure,Union Civil Service Board,76.323
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Environmental Conservation and Forestry,40
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Electricity Power,94324.631
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Energy,1314.924
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Industry,49384.064
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Mines,103.817
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Finance and Revenue,143
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Construction,3662.101
Union,supplementary,expenditure,2015,Capital Expenditure,SEEs under the Ministry of Rail Transportation,8461.689
Union,supplementary,expenditure,2015,Capital Expenditure,Central Bank of Myanmar,10815.371
Union,supplementary,expenditure,2015,Capital Expenditure,NPT,7151.035
Union,supplementary,expenditure,2016,Capital Expenditure,Home Affairs,53682.285
Union,supplementary,expenditure,2016,Capital Expenditure,Defence,311722.689
Union,supplementary,expenditure,2016,Capital Expenditure,Information,805.793
Union,supplementary,expenditure,2016,Capital Expenditure,Agriculture and Irrigation,91475.194
Union,supplementary,expenditure,2016,Capital Expenditure,Livestock and Fisheries,13920.328
Union,supplementary,expenditure,2016,Capital Expenditure,Transportation,3673.335
Union,supplementary,expenditure,2016,Capital Expenditure,Environmental Conservation and Forestry,3328.63
Union,supplementary,expenditure,2016,Capital Expenditure,Electric Power,8238.459
Union,supplementary,expenditure,2016,Capital Expenditure,Immigration and Populations,0.248
Union,supplementary,expenditure,2016,Capital Expenditure,Industry,306.685
Union,supplementary,expenditure,2016,Capital Expenditure,Education,22120.017
Union,supplementary,expenditure,2016,Capital Expenditure,Health,16285.86
Union,supplementary,expenditure,2016,Capital Expenditure,Culture,30
Union,supplementary,expenditure,2016,Capital Expenditure,Finance and Revenue,1567.457
Union,supplementary,expenditure,2016,Capital Expenditure,Construction,12570.469
Union,supplementary,expenditure,2016,Capital Expenditure,Science and Technology,19071.481
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Co-operative,130.801
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry Communication and Information Technology,16364.565
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Environmental Conservation and Forestry,5.315
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Electricity Power,50797.505
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Energy,7633.912
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Industry,77541.447
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Finance and Revenue,435.517
Union,supplementary,expenditure,2016,Capital Expenditure,SEEs under the Ministry of Rail Transportation,4624.226
Union,approved,expenditure,2012,Borrowing,Home Affairs,0
Union,approved,expenditure,2012,Borrowing,Defence,0
Union,approved,expenditure,2012,Borrowing,Border Affairs,0
Union,approved,expenditure,2012,Borrowing,Foreign Affairs,0
Union,approved,expenditure,2012,Borrowing,Information,0
Union,approved,expenditure,2012,Borrowing,Culture,0
Union,approved,expenditure,2012,Borrowing,Agriculture and Irrigation,0
Union,approved,expenditure,2012,Borrowing,Religious Affairs,0
Union,approved,expenditure,2012,Borrowing,Co-operative,0
Union,approved,expenditure,2012,Borrowing,Livestock and Fisheries,0
Union,approved,expenditure,2012,Borrowing,Industry,0
Union,approved,expenditure,2012,Borrowing,Rail Transportation,0
Union,approved,expenditure,2012,Borrowing,Mines,0
Union,approved,expenditure,2012,Borrowing,Construction,0
Union,approved,expenditure,2012,Borrowing,Finance and Revenue,0
Union,approved,expenditure,2012,Borrowing,Electric Power,0
Union,approved,expenditure,2012,Borrowing,National Planning and Economic Development,0
Union,approved,expenditure,2012,Borrowing,"Labour, Employment and Social Security ",0
Union,approved,expenditure,2012,Borrowing,"Social Welfare, Relief and Resettlement",0
Union,approved,expenditure,2012,Borrowing,Transportation,0
Union,approved,expenditure,2012,Borrowing,"Communications, Posts And Telegraphs",0
Union,approved,expenditure,2012,Borrowing,Energy,0
Union,approved,expenditure,2012,Borrowing,Immigration and Populations,0
Union,approved,expenditure,2012,Borrowing,Science and Technology,0
Union,approved,expenditure,2012,Borrowing,Environmental Conservation and Forestry,0
Union,approved,expenditure,2012,Borrowing,Electric Power No.(2),0
Union,approved,expenditure,2012,Borrowing,Commerce,0
Union,approved,expenditure,2012,Borrowing,Hotel and Tourism,0
Union,approved,expenditure,2012,Borrowing,Sports,0
Union,approved,expenditure,2012,Borrowing,Education,0
Union,approved,expenditure,2012,Borrowing,Health,0
Union,approved,expenditure,2012,Borrowing,Pension and Rewards,0
Union,approved,expenditure,2012,Borrowing,Rewards and Lump Sum Pension,0
Union,approved,expenditure,2012,Borrowing,President,0
Union,approved,expenditure,2012,Borrowing,Union Government,0
Union,approved,expenditure,2012,Borrowing,Union Parliament,0
Union,approved,expenditure,2012,Borrowing,Union Supreme Court,0
Union,approved,expenditure,2012,Borrowing,Union Attorney General,0
Union,approved,expenditure,2012,Borrowing,Union Auditor General,0
Union,approved,expenditure,2012,Borrowing,Union Election Commission,0
Union,approved,expenditure,2012,Borrowing,Union Civil Service Board,0
Union,approved,expenditure,2012,Borrowing,Union Constitutional Court,0
Union,approved,expenditure,2013,Borrowing,Electric Power,53164.8
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Kachin State Government,164.64
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Kayahr State Government,380.971
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Kayin State Government,6189.217
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Chin State Government,979.327
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Taninthari Region Government,68.492
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Bago Region Government,693.537
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Magwe Region Government,103.807
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Mandalay Region Government,2440.467
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Mon State Government,4239.732
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Yangon State Government,25088.56
Union,approved,expenditure,2013,Borrowing,Aid/Loans to Shan State Government,288.637
Union,approved,expenditure,2014,Borrowing,Electric Power,30880.45
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Kayahr State Government,138.732
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Kayin State Government,245.711
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Chin State Government,1856.53
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Sagaing Region Government,117.902
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Bago Region Government,11.099
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Magwe Region Government,12363.574
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Mandalay Region Government,4891.533
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Yangon State Government,7810.181
Union,approved,expenditure,2014,Borrowing,Aid/Loans to Shan State Government,4439.883
Union,approved,expenditure,2014,Borrowing,Garrison City,0
Union,approved,expenditure,2014,Borrowing,NPT,0
Union,approved,expenditure,2015,Borrowing,Co-operative,49000
Union,approved,expenditure,2015,Borrowing,Electric Power,5468.481
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Kachin State Government,132.45
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Kayahr State Government,138.931
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Kayin State Government,4616.717
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Chin State Government,2309.642
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Sagaing Region Government,229.014
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Taninthari Region Government,92.166
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Bago Region Government,303.066
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Magwe Region Government,241.848
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Mandalay Region Government,1935.483
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Mon State Government,581.383
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Rakhine State Government,10083.213
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Yangon State Government,4502.934
Union,approved,expenditure,2015,Borrowing,Aid/Loans to Shan State Government,350.436
Union,approved,expenditure,2016,Borrowing,Co-operative,306000
Union,approved,expenditure,2017,Borrowing,Finance and Revenue,2698
Union,supplementary,expenditure,2012,Borrowing,Home Affairs,0
Union,supplementary,expenditure,2012,Borrowing,Defence,0
Union,supplementary,expenditure,2012,Borrowing,Border Affairs,0
Union,supplementary,expenditure,2012,Borrowing,Foreign Affairs,0
Union,supplementary,expenditure,2012,Borrowing,Information,0
Union,supplementary,expenditure,2012,Borrowing,Culture,0
Union,supplementary,expenditure,2012,Borrowing,Agriculture and Irrigation,0
Union,supplementary,expenditure,2012,Borrowing,Religious Affairs,0
Union,supplementary,expenditure,2012,Borrowing,Co-operative,0
Union,supplementary,expenditure,2012,Borrowing,Livestock and Fisheries,0
Union,supplementary,expenditure,2012,Borrowing,Industry,0
Union,supplementary,expenditure,2012,Borrowing,Rail Transportation,0
Union,supplementary,expenditure,2012,Borrowing,Mines,0
Union,supplementary,expenditure,2012,Borrowing,Construction,0
Union,supplementary,expenditure,2012,Borrowing,Finance and Revenue,0
Union,supplementary,expenditure,2012,Borrowing,Electric Power,0
Union,supplementary,expenditure,2012,Borrowing,National Planning and Economic Development,0
Union,supplementary,expenditure,2012,Borrowing,"Labour, Employment and Social Security ",0
Union,supplementary,expenditure,2012,Borrowing,"Social Welfare, Relief and Resettlement",0
Union,supplementary,expenditure,2012,Borrowing,Transportation,0
Union,supplementary,expenditure,2012,Borrowing,"Communications, Posts And Telegraphs",0
Union,supplementary,expenditure,2012,Borrowing,Energy,0
Union,supplementary,expenditure,2012,Borrowing,Immigration and Populations,0
Union,supplementary,expenditure,2012,Borrowing,Science and Technology,0
Union,supplementary,expenditure,2012,Borrowing,Environmental Conservation and Forestry,0
Union,supplementary,expenditure,2012,Borrowing,Electric Power No.(2),0
Union,supplementary,expenditure,2012,Borrowing,Commerce,0
Union,supplementary,expenditure,2012,Borrowing,Hotel and Tourism,0
Union,supplementary,expenditure,2012,Borrowing,Sports,0
Union,supplementary,expenditure,2012,Borrowing,Education,0
Union,supplementary,expenditure,2012,Borrowing,Health,0
Union,supplementary,expenditure,2012,Borrowing,Pension and Rewards,0
Union,supplementary,expenditure,2012,Borrowing,Rewards and Lump Sum Pension,0
Union,supplementary,expenditure,2012,Borrowing,President,0
Union,supplementary,expenditure,2012,Borrowing,Union Government,0
Union,supplementary,expenditure,2012,Borrowing,Union Parliament,0
Union,supplementary,expenditure,2012,Borrowing,Union Supreme Court,0
Union,supplementary,expenditure,2012,Borrowing,Union Attorney General,0
Union,supplementary,expenditure,2012,Borrowing,Union Auditor General,0
Union,supplementary,expenditure,2012,Borrowing,Union Election Commission,0
Union,supplementary,expenditure,2012,Borrowing,Union Civil Service Board,0
Union,supplementary,expenditure,2012,Borrowing,Union Constitutional Court,0
Union,supplementary,expenditure,2014,Borrowing,Co-operative,98000
Union,supplementary,expenditure,2014,Borrowing,Garrison City,0
Union,supplementary,expenditure,2014,Borrowing,NPT,0
Union,supplementary,expenditure,2015,Borrowing,Co-operative,98000
Union,supplementary,expenditure,2016,Borrowing,Co-operative,32633.904
Union,supplementary,expenditure,2016,Borrowing,Finance and Revenue,3258.759
Union,approved,expenditure,2012,Expenditure for loans,Home Affairs,0
Union,approved,expenditure,2012,Expenditure for loans,Defence,0
Union,approved,expenditure,2012,Expenditure for loans,Border Affairs,4.72
Union,approved,expenditure,2012,Expenditure for loans,Foreign Affairs,0
Union,approved,expenditure,2012,Expenditure for loans,Information,0
Union,approved,expenditure,2012,Expenditure for loans,Culture,0
Union,approved,expenditure,2012,Expenditure for loans,Agriculture and Irrigation,10.417
Union,approved,expenditure,2012,Expenditure for loans,Religious Affairs,0
Union,approved,expenditure,2012,Expenditure for loans,Co-operative,0
Union,approved,expenditure,2012,Expenditure for loans,Livestock and Fisheries,0
Union,approved,expenditure,2012,Expenditure for loans,Industry,633.87549
Union,approved,expenditure,2012,Expenditure for loans,Rail Transportation,2569.2018
Union,approved,expenditure,2012,Expenditure for loans,Mines,0
Union,approved,expenditure,2012,Expenditure for loans,Construction,15
Union,approved,expenditure,2012,Expenditure for loans,Finance and Revenue,123.255
Union,approved,expenditure,2012,Expenditure for loans,Electric Power,1329.721
Union,approved,expenditure,2012,Expenditure for loans,National Planning and Economic Development,0
Union,approved,expenditure,2012,Expenditure for loans,"Labour, Employment and Social Security ",0
Union,approved,expenditure,2012,Expenditure for loans,"Social Welfare, Relief and Resettlement",0.195
Union,approved,expenditure,2012,Expenditure for loans,Transportation,4.0045
Union,approved,expenditure,2012,Expenditure for loans,"Communications, Posts And Telegraphs",82.489
Union,approved,expenditure,2012,Expenditure for loans,Energy,236.1735
Union,approved,expenditure,2012,Expenditure for loans,Immigration and Populations,0
Union,approved,expenditure,2012,Expenditure for loans,Science and Technology,0
Union,approved,expenditure,2012,Expenditure for loans,Environmental Conservation and Forestry,0.6
Union,approved,expenditure,2012,Expenditure for loans,Electric Power No.(2),35.363
Union,approved,expenditure,2012,Expenditure for loans,Commerce,0
Union,approved,expenditure,2012,Expenditure for loans,Hotel and Tourism,0
Union,approved,expenditure,2012,Expenditure for loans,Sports,0
Union,approved,expenditure,2012,Expenditure for loans,Education,0
Union,approved,expenditure,2012,Expenditure for loans,Health,0
Union,approved,expenditure,2012,Expenditure for loans,Pension and Rewards,0
Union,approved,expenditure,2012,Expenditure for loans,Rewards and Lump Sum Pension,0
Union,approved,expenditure,2012,Expenditure for loans,President,0
Union,approved,expenditure,2012,Expenditure for loans,Union Government,0
Union,approved,expenditure,2012,Expenditure for loans,Union Parliament,0
Union,approved,expenditure,2012,Expenditure for loans,Union Supreme Court,0
Union,approved,expenditure,2012,Expenditure for loans,Union Attorney General,0
Union,approved,expenditure,2012,Expenditure for loans,Union Auditor General,0
Union,approved,expenditure,2012,Expenditure for loans,Union Election Commission,0
Union,approved,expenditure,2012,Expenditure for loans,Union Civil Service Board,0
Union,approved,expenditure,2012,Expenditure for loans,Union Constitutional Court,0
Union,approved,expenditure,2013,Expenditure for loans,Border Affairs,661.503
Union,approved,expenditure,2013,Expenditure for loans,Agriculture and Irrigation,3932.716
Union,approved,expenditure,2013,Expenditure for loans,Finance and Revenue,19595.968
Union,approved,expenditure,2013,Expenditure for loans,Electric Power,12198.098
Union,approved,expenditure,2013,Expenditure for loans,"Social Welfare, Relief and Resettlement",27.884
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Livestock and Fisheries,2345.454
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Industry,7778.491
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Rail Transportation,19917.945
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Construction,2018.56
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Electricity Power,214158.516
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Transportation,528.64
Union,approved,expenditure,2013,Expenditure for loans,"SEEs under the Ministry of Communications, Posts and Telegraphs",16069.309
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Energy,37146.379
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Environmental Conservation and Forestry,557.577
Union,approved,expenditure,2013,Expenditure for loans,SEEs under the Ministry of Industry No. (2),10929.908
Union,approved,expenditure,2014,Expenditure for loans,Home Affairs,33.091
Union,approved,expenditure,2014,Expenditure for loans,Defence,189.398
Union,approved,expenditure,2014,Expenditure for loans,Border Affairs,779.063
Union,approved,expenditure,2014,Expenditure for loans,Agriculture and Irrigation,5680.053
Union,approved,expenditure,2014,Expenditure for loans,Electric Power,829.606
Union,approved,expenditure,2014,Expenditure for loans,Finance and Revenue,61165.702
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Livestock and Fisheries,2638.636
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Industry,12316.869
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Rail Transportation,14288.993
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Construction,2395.457
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Electricity Power,29282.074
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Transportation,622.41
Union,approved,expenditure,2014,Expenditure for loans,"SEEs under the Ministry of Communications, Posts and Telegraphs",18130.299
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Energy,455710.711
Union,approved,expenditure,2014,Expenditure for loans,SEEs under the Ministry of Environmental Conservation and Forestry,956.272
Union,approved,expenditure,2014,Expenditure for loans,Garrison City,0
Union,approved,expenditure,2014,Expenditure for loans,NPT,0
Union,approved,expenditure,2015,Expenditure for loans,Home Affairs,36.282
Union,approved,expenditure,2015,Expenditure for loans,Defence,206.233
Union,approved,expenditure,2015,Expenditure for loans,Border Affairs,214.546
Union,approved,expenditure,2015,Expenditure for loans,Agriculture and Irrigation,9342.533
Union,approved,expenditure,2015,Expenditure for loans,Livestock and Fisheries,621.24
Union,approved,expenditure,2015,Expenditure for loans,Transportation,753.554
Union,approved,expenditure,2015,Expenditure for loans,Electric Power,1146.433
Union,approved,expenditure,2015,Expenditure for loans,Finance and Revenue,60337.175
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry Communication and Information Technology,15019.722
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Environmental Conservation and Forestry,720
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Electricity Power,24491.887
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Energy,49256.997
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Industry,16033.749
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Construction,2569.87
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Rail Transportation,15646.604
Union,approved,expenditure,2015,Expenditure for loans,SEEs under the Ministry of Transportation,4295.263
Union,approved,expenditure,2016,Expenditure for loans,Home Affairs,32.803
Union,approved,expenditure,2016,Expenditure for loans,Defence,209.507
Union,approved,expenditure,2016,Expenditure for loans,Border Affairs,198.239
Union,approved,expenditure,2016,Expenditure for loans,Co-operative,21675
Union,approved,expenditure,2016,Expenditure for loans,Agriculture and Irrigation,6023.023
Union,approved,expenditure,2016,Expenditure for loans,Livestock and Fisheries,574.02
Union,approved,expenditure,2016,Expenditure for loans,Transportation,732.264
Union,approved,expenditure,2016,Expenditure for loans,Electric Power,6242.493
Union,approved,expenditure,2016,Expenditure for loans,Finance and Revenue,57220.25
Union,approved,expenditure,2016,Expenditure for loans,Construction,2374.534
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry Communication and Information Technology,15532.687
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Environmental Conservation and Forestry,654
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Electricity Power,26407.439
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Energy,125181.054
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Industry,47181.433
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Rail Transportation,17946.22
Union,approved,expenditure,2016,Expenditure for loans,SEEs under the Ministry of Transportation,6254.98
Union,approved,expenditure,2017,Expenditure for loans,Home Affairs,19.017
Union,approved,expenditure,2017,Expenditure for loans,Defence,257.18
Union,approved,expenditure,2017,Expenditure for loans,Border Affairs,114.936
Union,approved,expenditure,2017,Expenditure for loans,Co-operative,33944.944
Union,approved,expenditure,2017,Expenditure for loans,Agriculture and Irrigation,6373.57
Union,approved,expenditure,2017,Expenditure for loans,Livestock and Fisheries,332.807
Union,approved,expenditure,2017,Expenditure for loans,Transportation,4504.639
Union,approved,expenditure,2017,Expenditure for loans,Electric Power,19056.075
Union,approved,expenditure,2017,Expenditure for loans,Finance and Revenue,58694.435
Union,approved,expenditure,2017,Expenditure for loans,Construction,1376.716
Union,approved,expenditure,2017,Expenditure for loans,SOE under Ministry of Transport,7010.3
Union,supplementary,expenditure,2012,Expenditure for loans,Home Affairs,0
Union,supplementary,expenditure,2012,Expenditure for loans,Defence,0
Union,supplementary,expenditure,2012,Expenditure for loans,Border Affairs,0
Union,supplementary,expenditure,2012,Expenditure for loans,Foreign Affairs,0
Union,supplementary,expenditure,2012,Expenditure for loans,Information,0
Union,supplementary,expenditure,2012,Expenditure for loans,Culture,0
Union,supplementary,expenditure,2012,Expenditure for loans,Agriculture and Irrigation,4.653
Union,supplementary,expenditure,2012,Expenditure for loans,Religious Affairs,0
Union,supplementary,expenditure,2012,Expenditure for loans,Co-operative,0
Union,supplementary,expenditure,2012,Expenditure for loans,Livestock and Fisheries,0
Union,supplementary,expenditure,2012,Expenditure for loans,Industry,0
Union,supplementary,expenditure,2012,Expenditure for loans,Rail Transportation,0
Union,supplementary,expenditure,2012,Expenditure for loans,Mines,0
Union,supplementary,expenditure,2012,Expenditure for loans,Construction,0
Union,supplementary,expenditure,2012,Expenditure for loans,Finance and Revenue,0
Union,supplementary,expenditure,2012,Expenditure for loans,Electric Power,0
Union,supplementary,expenditure,2012,Expenditure for loans,National Planning and Economic Development,0
Union,supplementary,expenditure,2012,Expenditure for loans,"Labour, Employment and Social Security ",0
Union,supplementary,expenditure,2012,Expenditure for loans,"Social Welfare, Relief and Resettlement",0
Union,supplementary,expenditure,2012,Expenditure for loans,Transportation,0.33
Union,supplementary,expenditure,2012,Expenditure for loans,"Communications, Posts And Telegraphs",0
Union,supplementary,expenditure,2012,Expenditure for loans,Energy,0
Union,supplementary,expenditure,2012,Expenditure for loans,Immigration and Populations,0
Union,supplementary,expenditure,2012,Expenditure for loans,Science and Technology,0
